Date,NPK,PK,NK,CK,OF,Dew Point Temperature (F),Average Temperature (F),Visibility (mi),Average Wind Speed ​​(knots),Maximum Sustained Wind Speed ​​(knots),Maximum Gust (knots),Maximum Temperature (F),Minimum Temperature (F),Precipitation (in)
2023-09-27,6.26293160556,4.78233555072,6.5827312068,2.9956963212,4.2052761576,77.5,87.6,6.7,3.6,7.8,0.0,96.8,76.5,0.14
2023-10-08,4.766129569963,1.87662538592256,6.5436747089595,1.839475023841,2.21828491297123,64.8,73.9,6.7,14.6,17.5,27.2,78.8,67.1,0.06
2023-10-30,7.917652848,4.4599970373,9.610907904,1.758636672,5.33759616,65.2,76.1,6.1,5.7,11.7,0.0,86.0,64.8,0.0
2023-11-06,2.389271556,1.589837886,4.146795486,1.99132992,2.4523989867,58.9,78.6,7.2,9.7,19.4,0.0,86.7,65.1,0.0
2023-11-12,4.7812395906,1.54630384272,5.461120963584,2.75015260476,4.20055092508788,56.2,69.1,6.7,13.5,17.5,0.0,78.1,61.0,0.0
2023-11-18,6.294251205,2.950744896,10.483684848,2.28968376,4.1058967635,42.4,65.2,6.7,5.7,13.6,0.0,76.5,46.0,0.0
2023-11-25,8.07121098,2.6552367,5.198945148,2.0762448525,2.989799837489,59.0,70.5,5.9,4.0,5.8,0.0,82.4,57.6,0.0
2023-12-07,8.4362472,4.55942601,5.419348011,3.31892484,6.24674383344,47.4,64.2,6.7,3.2,5.8,0.0,77.0,49.1,0.0
2023-12-14,7.037001804,5.296269888,6.434248548,3.686460228,4.61801088,68.6,74.1,4.0,3.2,3.9,0.0,78.8,63.1,0.0
2023-12-21,6.516792144,4.458105432,5.02926226803,2.8303243584,7.4336251617936,28.6,45.8,6.7,15.1,19.4,25.3,58.3,38.7,0.0
