Date,Dew Point Temperature (F),Average Temperature (F),Visibility (mi),Average Wind Speed __(knots),Maximum Sustained Wind Speed __(knots),Maximum Gust (knots),Maximum Temperature (F),Minimum Temperature (F),Precipitation (in)
2023-07-27,74.8,91.8,6.7,9.0,15.5,999.9,99.1,79.3,0.0
2023-07-28,75.9,91.5,6.7,5.9,11.7,999.9,100.4,79.3,0.0
2023-07-29,79.2,86.7,6.2,6.9,15.5,17.5,98.4,78.8,2.93
2023-07-30,78.0,81.9,6.1,4.4,11.7,25.3,91.6,78.4,0.22
2023-07-31,77.7,85.7,6.7,4.8,9.7,999.9,93.2,76.8,0.3
2023-08-01,77.3,86.2,6.7,5.3,9.7,999.9,95.0,76.5,0.0
2023-08-02,76.8,87.5,6.7,3.2,5.8,999.9,98.6,75.9,0.0
2023-08-03,76.0,91.1,6.7,4.0,7.8,999.9,100.4,75.9,0.0
2023-08-04,78.6,89.9,6.6,5.8,17.5,27.2,98.6,79.7,0.03
2023-08-05,76.4,90.8,6.7,7.5,11.7,999.9,96.8,79.9,0.0
2023-08-06,75.2,90.3,6.7,6.6,13.6,999.9,96.8,79.0,0.0
2023-08-07,75.7,88.1,6.7,4.9,7.8,15.5,95.0,77.2,0.04
2023-08-08,75.4,89.1,6.7,5.8,11.7,999.9,95.0,77.0,0.0
2023-08-09,76.6,88.5,6.7,5.3,11.7,999.9,96.8,78.8,0.0
2023-08-10,77.0,81.2,6.4,5.1,17.5,999.9,95.9,74.7,0.52
2023-08-11,76.4,83.5,6.7,4.1,9.7,15.5,93.2,73.6,0.0
2023-08-12,77.5,86.8,6.7,5.6,13.6,19.4,96.8,78.1,0.08
2023-08-13,78.4,85.8,6.6,4.8,9.7,999.9,95.0,78.1,0.0
2023-08-14,79.8,84.4,6.4,5.3,11.7,999.9,95.0,77.9,1.09
2023-08-15,79.9,83.8,6.6,3.8,5.8,999.9,93.2,77.0,0.18
2023-08-16,79.6,88.6,6.7,4.1,7.8,999.9,95.0,78.3,0.0
2023-08-17,78.9,82.0,5.8,4.1,19.4,31.1,93.2,75.2,0.92
2023-08-18,80.5,85.3,4.9,3.9,9.7,999.9,93.2,77.0,0.16
2023-08-19,78.9,86.1,5.3,5.3,17.5,29.1,98.6,78.8,0.0
2023-08-20,79.1,83.7,6.4,5.5,9.7,999.9,95.2,78.1,0.59
2023-08-21,77.8,82.4,6.5,4.3,11.7,21.4,95.0,75.2,0.76
2023-08-22,79.4,86.3,6.3,3.7,9.7,21.4,95.0,76.5,0.09
2023-08-23,79.3,83.6,6.5,4.0,9.7,999.9,92.3,77.0,0.83
2023-08-24,79.2,83.4,6.5,4.7,9.7,999.9,89.6,78.1,0.54
2023-08-25,79.3,84.6,6.1,4.8,11.7,15.5,91.4,77.2,0.72
2023-08-26,80.1,84.8,6.6,5.0,7.8,999.9,91.4,77.4,0.14
2023-08-27,80.0,86.7,6.1,6.2,9.7,999.9,95.0,78.8,0.05
2023-08-28,78.4,84.0,5.8,4.9,11.7,17.5,95.0,75.2,2.61
2023-08-29,73.3,80.9,6.7,9.4,13.6,999.9,94.1,75.2,0.0
2023-08-30,71.5,82.5,6.7,10.8,19.4,999.9,88.3,74.7,0.0
2023-08-31,73.1,84.0,6.7,10.8,19.4,999.9,91.4,76.1,0.0
2023-09-01,74.4,80.6,6.6,13.4,19.4,999.9,90.3,75.0,1.71
2023-09-02,77.9,79.2,5.2,5.9,13.6,999.9,82.6,75.0,1.28
2023-09-03,77.3,85.6,6.7,7.0,11.7,999.9,93.2,76.1,0.0
2023-09-04,73.7,87.8,6.7,8.9,13.6,999.9,95.0,77.2,0.0
2023-09-05,73.8,86.6,6.7,8.7,17.5,19.4,93.2,77.9,0.0
2023-09-06,77.1,81.4,6.3,6.2,11.7,999.9,90.1,77.0,0.0
2023-09-07,78.0,78.5,4.0,5.8,9.7,999.9,85.3,75.2,6.79
2023-09-08,77.0,77.2,5.4,4.9,7.8,999.9,79.5,75.2,1.3
2023-09-09,77.0,79.6,5.8,6.1,13.6,999.9,87.8,75.2,0.28
2023-09-10,77.2,78.9,6.2,5.5,9.7,999.9,85.3,76.1,0.1
2023-09-11,77.2,79.5,6.4,4.4,19.4,999.9,87.8,76.1,0.34
2023-09-12,77.7,83.4,6.7,4.9,7.8,999.9,89.6,76.3,0.06
2023-09-13,78.7,82.9,6.6,4.3,5.8,999.9,91.4,77.5,0.02
2023-09-14,77.6,78.7,5.8,4.4,11.7,999.9,87.1,75.2,2.15
2023-09-15,76.6,77.7,6.6,3.6,7.8,999.9,83.8,74.8,1.5
2023-09-16,77.2,83.1,6.7,4.0,7.8,999.9,91.4,74.5,0.85
2023-09-17,77.8,85.3,6.7,4.0,7.8,999.9,95.0,75.0,0.0
2023-09-18,76.9,87.7,6.4,3.6,7.8,11.7,96.8,75.7,0.0
2023-09-19,76.1,89.2,6.9,3.5,5.8,999.9,96.8,75.9,0.0
2023-09-20,77.0,88.0,6.2,3.2,3.9,999.9,96.8,75.7,0.0
2023-09-21,78.1,90.3,6.2,3.9,7.8,13.6,100.4,84.2,0.0
2023-09-22,78.2,86.3,5.6,4.5,7.8,999.9,93.2,80.6,99.99
2023-09-23,77.6,86.6,5.9,4.4,11.7,999.9,98.6,77.0,99.99
2023-09-24,77.1,87.3,6.2,4.9,7.8,999.9,96.8,77.7,0.0
2023-09-25,77.3,86.4,6.2,4.8,13.6,999.9,95.0,77.2,0.3
2023-09-26,76.2,87.9,6.2,5.0,9.7,999.9,96.8,75.2,0.0
2023-09-27,77.5,87.6,6.7,3.6,7.8,999.9,96.8,76.5,0.14
2023-09-28,77.8,86.5,6.2,4.1,11.7,999.9,94.1,77.7,0.03
2023-09-29,77.7,87.4,6.7,4.2,7.8,999.9,96.8,77.4,0.0
2023-09-30,77.9,87.4,6.7,3.4,9.7,999.9,96.8,77.4,0.0
2023-10-01,76.8,88.3,6.1,5.7,11.7,999.9,100.4,75.9,0.83
2023-10-02,78.9,82.0,6.6,3.3,11.7,999.9,94.8,75.9,0.63
2023-10-03,78.1,87.2,6.1,3.6,7.8,13.6,95.0,76.6,0.0
2023-10-04,75.2,87.7,6.3,6.1,13.6,999.9,95.2,77.5,0.0
2023-10-05,67.5,83.8,6.7,11.9,15.5,21.4,95.2,77.0,0.0
2023-10-06,65.8,80.5,6.7,11.6,15.5,999.9,90.3,71.1,0.0
2023-10-07,65.8,73.7,6.6,12.1,17.5,23.3,87.4,67.1,0.19
2023-10-08,64.8,73.9,6.7,14.6,17.5,27.2,78.8,67.1,0.06
2023-10-09,66.7,72.8,6.7,11.3,15.5,999.9,77.0,67.5,0.2
2023-10-10,65.7,73.8,6.7,10.0,15.5,999.9,78.8,67.5,0.0
2023-10-11,63.9,74.9,6.7,7.8,11.7,999.9,80.6,66.9,0.0
2023-10-12,64.7,79.3,6.7,6.2,9.7,999.9,86.0,66.9,0.0
2023-10-13,64.2,77.7,6.7,7.0,13.6,999.9,84.9,67.5,0.0
2023-10-14,64.1,79.5,6.7,6.6,11.7,19.4,86.4,67.5,0.0
2023-10-15,62.1,78.0,6.7,5.5,9.7,999.9,86.4,65.8,0.0
2023-10-16,57.7,78.2,6.7,6.1,11.7,17.5,87.8,64.9,0.0
2023-10-17,64.6,78.4,6.7,5.4,11.7,19.4,86.0,64.9,0.0
2023-10-18,71.5,75.4,5.2,4.6,7.8,999.9,83.3,71.1,0.22
2023-10-19,75.0,76.3,4.4,4.1,7.8,999.9,79.7,72.5,0.13
2023-10-20,64.9,70.0,6.0,11.7,17.5,999.9,77.2,63.1,0.08
2023-10-21,59.1,63.6,6.6,8.3,15.5,999.9,75.9,59.9,0.05
2023-10-22,63.5,67.6,6.3,4.1,7.8,999.9,74.7,59.9,0.0
2023-10-23,69.5,77.0,6.7,3.9,5.8,999.9,85.1,61.7,0.0
2023-10-24,71.8,82.0,6.7,3.3,5.8,13.6,93.2,68.2,0.0
2023-10-25,73.4,82.7,5.4,3.0,3.9,999.9,91.9,70.3,0.0
2023-10-26,72.2,81.4,4.8,3.4,7.8,999.9,90.5,70.7,0.0
2023-10-27,71.8,78.6,5.6,4.5,9.7,999.9,88.5,70.3,0.0
2023-10-28,72.0,78.8,5.8,4.1,5.8,999.9,87.1,72.5,0.07
2023-10-29,71.5,75.0,5.8,4.0,7.8,999.9,84.0,70.9,0.02
2023-10-30,65.2,76.1,6.1,5.7,11.7,999.9,86.0,64.8,0.0
2023-10-31,63.4,76.8,6.7,5.0,9.7,999.9,86.0,64.2,0.0
2023-11-01,62.7,76.7,6.3,3.6,5.8,999.9,87.8,63.9,0.0
2023-11-02,68.6,77.0,5.8,3.5,5.8,999.9,86.5,64.9,0.0
2023-11-03,71.1,79.2,5.4,3.4,5.8,999.9,89.6,68.2,0.0
2023-11-04,71.2,80.1,4.9,3.7,5.8,999.9,89.6,69.3,0.0
2023-11-05,71.1,80.3,6.2,4.2,7.8,999.9,89.6,68.9,0.0
2023-11-06,58.9,78.6,7.2,9.7,19.4,999.9,86.7,65.1,0.0
2023-11-07,58.5,76.9,6.7,5.1,7.8,999.9,85.3,65.1,0.0
2023-11-08,69.3,76.2,5.8,4.2,5.8,999.9,83.5,69.1,0.0
2023-11-09,71.6,78.9,6.1,3.1,5.8,999.9,83.7,70.7,0.0
2023-11-10,73.3,78.3,6.1,3.9,7.8,999.9,86.4,71.1,0.76
2023-11-11,69.2,73.6,6.2,5.9,11.7,999.9,86.4,69.4,0.04
2023-11-12,56.2,69.1,6.7,13.5,17.5,999.9,78.1,61.0,0.0
2023-11-13,51.1,62.8,6.7,11.6,15.5,999.9,78.1,56.5,0.0
2023-11-14,51.0,62.6,6.7,7.2,11.7,999.9,70.2,56.5,0.0
2023-11-15,56.9,67.8,6.7,5.3,15.5,999.9,77.0,55.4,0.0
2023-11-16,47.9,60.7,6.7,10.5,17.5,999.9,77.0,52.7,0.0
2023-11-17,36.8,62.1,6.7,8.7,17.5,999.9,71.6,47.1,0.0
2023-11-18,42.4,65.2,6.7,5.7,13.6,999.9,76.5,46.0,0.0
2023-11-19,48.4,65.4,6.4,3.2,5.8,999.9,76.5,51.8,0.0
2023-11-20,52.2,67.2,6.7,3.2,5.8,999.9,80.6,51.4,0.0
2023-11-21,54.8,68.3,6.7,3.8,5.8,999.9,82.4,53.2,0.0
2023-11-22,59.0,70.0,6.0,3.6,5.8,999.9,81.0,55.8,0.0
2023-11-23,61.9,72.0,6.0,3.4,5.8,999.9,84.2,58.1,0.0
2023-11-24,59.4,72.6,6.4,4.4,7.8,999.9,82.6,59.2,0.0
2023-11-25,59.0,70.5,5.9,4.0,5.8,999.9,82.4,57.6,0.0
2023-11-26,59.7,70.6,5.6,4.0,7.8,17.5,80.6,57.0,0.0
2023-11-27,55.9,71.2,6.0,5.7,13.6,999.9,80.8,59.0,0.0
2023-11-28,55.8,71.0,6.7,3.2,5.8,999.9,80.8,57.4,0.0
2023-11-29,61.9,70.4,6.0,3.9,7.8,999.9,80.1,60.6,0.02
2023-11-30,58.5,69.5,6.6,11.4,15.5,999.9,78.3,60.8,0.0
2023-12-01,44.8,61.4,6.4,11.0,15.5,999.9,78.3,54.9,0.0
2023-12-02,48.6,65.5,6.7,5.2,9.7,999.9,72.9,53.2,0.0
2023-12-03,53.7,65.6,6.7,4.5,11.7,999.9,72.9,56.1,0.0
2023-12-04,55.1,63.8,6.7,6.8,11.7,999.9,72.1,58.5,0.0
2023-12-05,56.4,67.3,6.7,3.5,7.8,999.9,75.7,58.5,0.0
2023-12-06,54.0,62.9,6.0,5.1,9.7,999.9,75.7,51.6,0.04
2023-12-07,47.4,64.2,6.7,3.2,5.8,999.9,77.0,49.1,0.0
2023-12-08,53.1,68.9,6.7,3.5,7.8,999.9,80.6,48.9,0.0
2023-12-09,66.7,74.6,5.9,4.4,7.8,999.9,80.6,51.8,0.0
2023-12-10,67.8,76.7,6.4,3.9,9.7,999.9,86.0,63.5,0.0
2023-12-11,67.9,76.0,5.3,3.9,11.7,999.9,85.8,65.1,0.0
2023-12-12,57.3,69.1,6.4,8.3,11.7,999.9,84.6,62.4,0.0
2023-12-13,61.5,67.5,6.0,3.8,5.8,999.9,77.7,62.4,0.0
2023-12-14,68.6,74.1,4.0,3.2,3.9,999.9,78.8,63.1,0.0
2023-12-15,65.1,73.7,4.8,6.7,23.3,33.0,87.8,51.8,0.04
2023-12-16,39.9,49.5,6.6,15.3,23.3,29.1,55.4,41.0,0.02
2023-12-17,39.6,46.9,6.7,8.4,13.6,999.9,53.2,41.5,0.0
2023-12-18,45.4,49.9,6.7,7.5,9.7,999.9,55.0,42.1,0.0
2023-12-19,42.7,48.1,6.7,10.1,13.6,999.9,55.0,46.2,0.0
2023-12-20,35.3,48.6,6.7,14.3,19.4,999.9,58.3,40.5,0.0
2023-12-21,28.6,45.8,6.7,15.1,19.4,25.3,58.3,38.7,0.0
2023-12-22,19.8,48.3,6.7,12.0,15.5,999.9,55.4,37.9,0.0
2023-12-23,26.8,47.5,6.7,7.0,11.7,999.9,55.4,37.8,0.0
2023-12-24,20.9,52.5,6.7,9.2,17.5,999.9,62.6,37.8,0.0
2023-12-25,28.3,54.5,6.7,4.9,9.7,999.9,67.1,40.6,0.0
2023-12-26,37.3,58.1,6.7,3.0,5.8,999.9,70.7,41.5,0.0
2023-12-27,46.7,64.1,6.5,3.0,5.8,999.9,75.7,45.3,0.0
2023-12-28,50.2,66.3,6.7,2.9,5.8,999.9,80.6,48.0,0.0
2023-12-29,55.8,70.1,6.2,2.8,5.8,999.9,80.6,53.4,0.04
2023-12-30,63.3,64.7,1.9,2.8,5.8,15.5,79.3,55.0,0.17
2023-12-31,63.1,70.7,4.1,2.9,5.8,999.9,80.6,59.7,0.0
